user_id,group,market_price,converted,revenue
1,Control,67410.18,0,0.0
2,Test,67410.18,0,0.0
3,Control,67410.18,0,0.0
4,Control,67410.18,0,0.0
5,Control,67410.18,0,0.0
6,Test,67410.18,0,0.0
7,Control,67410.18,0,0.0
8,Control,67410.18,0,0.0
9,Control,67410.18,0,0.0
10,Test,67410.18,0,0.0
11,Control,67410.18,0,0.0
12,Control,67410.18,0,0.0
13,Control,67410.18,0,0.0
14,Control,67410.18,0,0.0
15,Test,67410.18,0,0.0
16,Control,67410.18,1,10.0
17,Test,67410.18,1,7.99
18,Test,67410.18,0,0.0
19,Test,67410.18,0,0.0
20,Control,67410.18,0,0.0
21,Test,67410.18,0,0.0
22,Control,67410.18,0,0.0
23,Test,67410.18,0,0.0
24,Test,67410.18,0,0.0
25,Test,67410.18,0,0.0
26,Test,67410.18,0,0.0
27,Test,67410.18,0,0.0
28,Test,67410.18,0,0.0
29,Test,67410.18,1,7.99
30,Test,67410.18,0,0.0
31,Control,67410.18,0,0.0
32,Control,67410.18,0,0.0
33,Test,67410.18,0,0.0
34,Test,67410.18,1,7.99
35,Test,67410.18,1,7.99
36,Control,67410.18,0,0.0
37,Test,67410.18,0,0.0
38,Control,67410.18,1,10.0
39,Control,67410.18,1,10.0
40,Control,67410.18,0,0.0
41,Control,67410.18,0,0.0
42,Control,67410.18,0,0.0
43,Test,67410.18,0,0.0
44,Test,67410.18,1,7.99
45,Test,67410.18,0,0.0
46,Test,67410.18,0,0.0
47,Test,67410.18,0,0.0
48,Control,67410.18,0,0.0
49,Test,67410.18,0,0.0
50,Test,67410.18,0,0.0
51,Control,67410.18,0,0.0
52,Test,67410.18,0,0.0
53,Control,67410.18,0,0.0
54,Test,67410.18,1,7.99
55,Control,67410.18,0,0.0
56,Test,67410.18,0,0.0
57,Test,67410.18,0,0.0
58,Control,67410.18,0,0.0
59,Control,67410.18,0,0.0
60,Control,67410.18,0,0.0
61,Control,67410.18,1,10.0
62,Control,67410.18,0,0.0
63,Control,67410.18,0,0.0
64,Control,67410.18,0,0.0
65,Control,67410.18,0,0.0
66,Test,67410.18,0,0.0
67,Test,67410.18,0,0.0
68,Control,67410.18,0,0.0
69,Test,67410.18,1,7.99
70,Test,67410.18,0,0.0
71,Test,67410.18,0,0.0
72,Test,67410.18,0,0.0
73,Control,67410.18,0,0.0
74,Test,67410.18,0,0.0
75,Control,67410.18,0,0.0
76,Test,67410.18,0,0.0
77,Test,67410.18,0,0.0
78,Test,67410.18,0,0.0
79,Control,67410.18,0,0.0
80,Test,67410.18,0,0.0
81,Control,67410.18,0,0.0
82,Test,67410.18,0,0.0
83,Control,67410.18,0,0.0
84,Test,67410.18,1,7.99
85,Control,67410.18,1,10.0
86,Control,67410.18,0,0.0
87,Test,67410.18,0,0.0
88,Control,67410.18,0,0.0
89,Test,67410.18,0,0.0
90,Test,67410.18,1,7.99
91,Test,67410.18,0,0.0
92,Test,67410.18,0,0.0
93,Test,67410.18,0,0.0
94,Test,67410.18,0,0.0
95,Test,67410.18,0,0.0
96,Test,67410.18,0,0.0
97,Test,67410.18,0,0.0
98,Test,67410.18,0,0.0
99,Test,67410.18,0,0.0
100,Control,67410.18,0,0.0
101,Control,67410.18,0,0.0
102,Test,67410.18,0,0.0
103,Test,67410.18,0,0.0
104,Test,67410.18,0,0.0
105,Test,67410.18,0,0.0
106,Test,67410.18,0,0.0
107,Test,67410.18,0,0.0
108,Test,67410.18,0,0.0
109,Test,67410.18,0,0.0
110,Control,67410.18,0,0.0
111,Test,67410.18,0,0.0
112,Control,67410.18,0,0.0
113,Test,67410.18,0,0.0
114,Test,67410.18,0,0.0
115,Control,67410.18,0,0.0
116,Test,67410.18,0,0.0
117,Control,67410.18,1,10.0
118,Test,67410.18,0,0.0
119,Test,67410.18,0,0.0
120,Control,67410.18,0,0.0
121,Test,67410.18,0,0.0
122,Control,67410.18,1,10.0
123,Test,67410.18,0,0.0
124,Control,67410.18,0,0.0
125,Control,67410.18,0,0.0
126,Test,67410.18,1,7.99
127,Test,67410.18,0,0.0
128,Control,67410.18,0,0.0
129,Test,67410.18,0,0.0
130,Test,67410.18,0,0.0
131,Test,67410.18,0,0.0
132,Control,67410.18,0,0.0
133,Control,67410.18,0,0.0
134,Control,67410.18,0,0.0
135,Control,67410.18,0,0.0
136,Control,67410.18,0,0.0
137,Control,67410.18,0,0.0
138,Control,67410.18,0,0.0
139,Control,67410.18,1,10.0
140,Control,67410.18,0,0.0
141,Test,67410.18,0,0.0
142,Control,67410.18,0,0.0
143,Test,67410.18,0,0.0
144,Test,67410.18,0,0.0
145,Test,67410.18,0,0.0
146,Control,67410.18,0,0.0
147,Control,67410.18,0,0.0
148,Control,67410.18,0,0.0
149,Control,67410.18,1,10.0
150,Test,67410.18,0,0.0
151,Control,67410.18,0,0.0
152,Control,67410.18,0,0.0
153,Control,67410.18,0,0.0
154,Control,67410.18,0,0.0
155,Control,67410.18,0,0.0
156,Test,67410.18,0,0.0
157,Control,67410.18,0,0.0
158,Test,67410.18,0,0.0
159,Control,67410.18,1,10.0
160,Test,67410.18,0,0.0
161,Control,67410.18,0,0.0
162,Control,67410.18,0,0.0
163,Test,67410.18,0,0.0
164,Test,67410.18,0,0.0
165,Test,67410.18,0,0.0
166,Control,67410.18,0,0.0
167,Test,67410.18,1,7.99
168,Control,67410.18,0,0.0
169,Control,67410.18,0,0.0
170,Test,67410.18,0,0.0
171,Test,67410.18,0,0.0
172,Control,67410.18,0,0.0
173,Control,67410.18,0,0.0
174,Test,67410.18,0,0.0
175,Test,67410.18,0,0.0
176,Test,67410.18,0,0.0
177,Control,67410.18,0,0.0
178,Control,67410.18,0,0.0
179,Control,67410.18,0,0.0
180,Control,67410.18,0,0.0
181,Control,67410.18,0,0.0
182,Control,67410.18,0,0.0
183,Test,67410.18,0,0.0
184,Control,67410.18,0,0.0
185,Control,67410.18,0,0.0
186,Control,67410.18,0,0.0
187,Test,67410.18,0,0.0
188,Control,67410.18,0,0.0
189,Control,67410.18,0,0.0
190,Test,67410.18,0,0.0
191,Control,67410.18,0,0.0
192,Control,67410.18,1,10.0
193,Control,67410.18,0,0.0
194,Control,67410.18,0,0.0
195,Control,67410.18,0,0.0
196,Test,67410.18,0,0.0
197,Test,67410.18,0,0.0
198,Test,67410.18,0,0.0
199,Control,67410.18,0,0.0
200,Control,67410.18,0,0.0
201,Control,67410.18,0,0.0
202,Test,67410.18,1,7.99
203,Control,67410.18,0,0.0
204,Control,67410.18,0,0.0
205,Test,67410.18,0,0.0
206,Control,67410.18,0,0.0
207,Test,67410.18,1,7.99
208,Test,67410.18,0,0.0
209,Test,67410.18,0,0.0
210,Control,67410.18,0,0.0
211,Control,67410.18,0,0.0
212,Control,67410.18,0,0.0
213,Control,67410.18,0,0.0
214,Control,67410.18,0,0.0
215,Control,67410.18,0,0.0
216,Control,67410.18,0,0.0
217,Test,67410.18,0,0.0
218,Control,67410.18,0,0.0
219,Test,67410.18,0,0.0
220,Control,67410.18,0,0.0
221,Control,67410.18,1,10.0
222,Control,67410.18,0,0.0
223,Test,67410.18,0,0.0
224,Test,67410.18,0,0.0
225,Test,67410.18,0,0.0
226,Test,67410.18,0,0.0
227,Control,67410.18,0,0.0
228,Test,67410.18,0,0.0
229,Control,67410.18,0,0.0
230,Control,67410.18,0,0.0
231,Test,67410.18,0,0.0
232,Test,67410.18,0,0.0
233,Test,67410.18,0,0.0
234,Test,67410.18,0,0.0
235,Test,67410.18,1,7.99
236,Test,67410.18,0,0.0
237,Test,67410.18,0,0.0
238,Test,67410.18,0,0.0
239,Control,67410.18,0,0.0
240,Test,67410.18,0,0.0
241,Test,67410.18,1,7.99
242,Control,67410.18,0,0.0
243,Test,67410.18,0,0.0
244,Control,67410.18,0,0.0
245,Control,67410.18,0,0.0
246,Test,67410.18,1,7.99
247,Control,67410.18,0,0.0
248,Control,67410.18,0,0.0
249,Control,67410.18,0,0.0
250,Control,67410.18,0,0.0
251,Test,67410.18,0,0.0
252,Control,67410.18,0,0.0
253,Test,67410.18,0,0.0
254,Control,67410.18,0,0.0
255,Control,67410.18,1,10.0
256,Control,67410.18,0,0.0
257,Control,67410.18,0,0.0
258,Test,67410.18,0,0.0
259,Test,67410.18,0,0.0
260,Control,67410.18,0,0.0
261,Control,67410.18,0,0.0
262,Test,67410.18,0,0.0
263,Control,67410.18,0,0.0
264,Control,67410.18,0,0.0
265,Control,67410.18,0,0.0
266,Test,67410.18,0,0.0
267,Test,67410.18,0,0.0
268,Test,67410.18,0,0.0
269,Control,67410.18,0,0.0
270,Control,67410.18,0,0.0
271,Test,67410.18,0,0.0
272,Test,67410.18,0,0.0
273,Test,67410.18,1,7.99
274,Test,67410.18,1,7.99
275,Control,67410.18,1,10.0
276,Test,67410.18,0,0.0
277,Control,67410.18,0,0.0
278,Test,67410.18,1,7.99
279,Control,67410.18,0,0.0
280,Test,67410.18,1,7.99
281,Test,67410.18,0,0.0
282,Test,67410.18,1,7.99
283,Test,67410.18,0,0.0
284,Control,67410.18,0,0.0
285,Test,67410.18,0,0.0
286,Control,67410.18,0,0.0
287,Control,67410.18,0,0.0
288,Control,67410.18,1,10.0
289,Control,67410.18,0,0.0
290,Test,67410.18,0,0.0
291,Control,67410.18,0,0.0
292,Control,67410.18,0,0.0
293,Control,67410.18,0,0.0
294,Test,67410.18,0,0.0
295,Test,67410.18,0,0.0
296,Test,67410.18,0,0.0
297,Test,67410.18,0,0.0
298,Control,67410.18,0,0.0
299,Control,67410.18,0,0.0
300,Test,67410.18,0,0.0
301,Control,67410.18,0,0.0
302,Control,67410.18,0,0.0
303,Control,67410.18,0,0.0
304,Test,67410.18,0,0.0
305,Test,67410.18,0,0.0
306,Control,67410.18,1,10.0
307,Test,67410.18,0,0.0
308,Test,67410.18,0,0.0
309,Test,67410.18,0,0.0
310,Test,67410.18,1,7.99
311,Test,67410.18,0,0.0
312,Control,67410.18,0,0.0
313,Test,67410.18,0,0.0
314,Control,67410.18,1,10.0
315,Control,67410.18,0,0.0
316,Test,67410.18,0,0.0
317,Control,67410.18,0,0.0
318,Control,67410.18,0,0.0
319,Control,67410.18,0,0.0
320,Test,67410.18,0,0.0
321,Test,67410.18,1,7.99
322,Control,67410.18,0,0.0
323,Test,67410.18,0,0.0
324,Test,67410.18,1,7.99
325,Test,67410.18,0,0.0
326,Test,67410.18,0,0.0
327,Control,67410.18,0,0.0
328,Control,67410.18,1,10.0
329,Test,67410.18,0,0.0
330,Test,67410.18,0,0.0
331,Control,67410.18,0,0.0
332,Control,67410.18,0,0.0
333,Test,67410.18,1,7.99
334,Control,67410.18,0,0.0
335,Test,67410.18,0,0.0
336,Test,67410.18,0,0.0
337,Control,67410.18,0,0.0
338,Control,67410.18,0,0.0
339,Test,67410.18,0,0.0
340,Test,67410.18,1,7.99
341,Control,67410.18,0,0.0
342,Test,67410.18,0,0.0
343,Control,67410.18,0,0.0
344,Test,67410.18,0,0.0
345,Control,67410.18,0,0.0
346,Control,67410.18,0,0.0
347,Control,67410.18,0,0.0
348,Test,67410.18,0,0.0
349,Test,67410.18,0,0.0
350,Control,67410.18,1,10.0
351,Test,67410.18,0,0.0
352,Control,67410.18,0,0.0
353,Control,67410.18,0,0.0
354,Test,67410.18,0,0.0
355,Test,67410.18,1,7.99
356,Control,67410.18,0,0.0
357,Test,67410.18,0,0.0
358,Test,67410.18,0,0.0
359,Control,67410.18,0,0.0
360,Control,67410.18,0,0.0
361,Test,67410.18,0,0.0
362,Control,67410.18,0,0.0
363,Control,67410.18,1,10.0
364,Test,67410.18,1,7.99
365,Control,67410.18,0,0.0
366,Control,67410.18,0,0.0
367,Test,67410.18,0,0.0
368,Test,67410.18,0,0.0
369,Control,67410.18,0,0.0
370,Control,67410.18,0,0.0
371,Test,67410.18,0,0.0
372,Test,67410.18,0,0.0
373,Test,67410.18,0,0.0
374,Test,67410.18,0,0.0
375,Control,67410.18,0,0.0
376,Test,67410.18,0,0.0
377,Test,67410.18,0,0.0
378,Control,67410.18,0,0.0
379,Test,67410.18,0,0.0
380,Control,67410.18,1,10.0
381,Test,67410.18,0,0.0
382,Test,67410.18,1,7.99
383,Test,67410.18,0,0.0
384,Control,67410.18,0,0.0
385,Control,67410.18,0,0.0
386,Test,67410.18,0,0.0
387,Control,67410.18,0,0.0
388,Control,67410.18,1,10.0
389,Control,67410.18,0,0.0
390,Control,67410.18,0,0.0
391,Control,67410.18,0,0.0
392,Control,67410.18,0,0.0
393,Test,67410.18,0,0.0
394,Test,67410.18,0,0.0
395,Control,67410.18,0,0.0
396,Test,67410.18,0,0.0
397,Test,67410.18,0,0.0
398,Test,67410.18,0,0.0
399,Test,67410.18,0,0.0
400,Control,67410.18,0,0.0
401,Test,67410.18,0,0.0
402,Test,67410.18,0,0.0
403,Control,67410.18,0,0.0
404,Control,67410.18,0,0.0
405,Test,67410.18,0,0.0
406,Test,67410.18,1,7.99
407,Test,67410.18,1,7.99
408,Test,67410.18,0,0.0
409,Test,67410.18,0,0.0
410,Test,67410.18,0,0.0
411,Control,67410.18,0,0.0
412,Test,67410.18,0,0.0
413,Test,67410.18,0,0.0
414,Control,67410.18,0,0.0
415,Control,67410.18,0,0.0
416,Control,67410.18,1,10.0
417,Control,67410.18,0,0.0
418,Test,67410.18,0,0.0
419,Test,67410.18,1,7.99
420,Test,67410.18,0,0.0
421,Test,67410.18,1,7.99
422,Test,67410.18,0,0.0
423,Test,67410.18,1,7.99
424,Control,67410.18,1,10.0
425,Test,67410.18,0,0.0
426,Control,67410.18,0,0.0
427,Control,67410.18,0,0.0
428,Test,67410.18,0,0.0
429,Control,67410.18,0,0.0
430,Test,67410.18,0,0.0
431,Control,67410.18,0,0.0
432,Test,67410.18,0,0.0
433,Control,67410.18,0,0.0
434,Test,67410.18,0,0.0
435,Test,67410.18,1,7.99
436,Test,67410.18,0,0.0
437,Test,67410.18,0,0.0
438,Test,67410.18,0,0.0
439,Control,67410.18,0,0.0
440,Control,67410.18,0,0.0
441,Control,67410.18,0,0.0
442,Test,67410.18,0,0.0
443,Control,67410.18,0,0.0
444,Test,67410.18,0,0.0
445,Test,67410.18,0,0.0
446,Control,67410.18,0,0.0
447,Control,67410.18,0,0.0
448,Test,67410.18,0,0.0
449,Control,67410.18,0,0.0
450,Test,67410.18,0,0.0
451,Test,67410.18,0,0.0
452,Test,67410.18,0,0.0
453,Test,67410.18,0,0.0
454,Test,67410.18,0,0.0
455,Control,67410.18,0,0.0
456,Control,67410.18,0,0.0
457,Test,67410.18,0,0.0
458,Test,67410.18,1,7.99
459,Control,67410.18,0,0.0
460,Control,67410.18,0,0.0
461,Test,67410.18,0,0.0
462,Control,67410.18,0,0.0
463,Test,67410.18,0,0.0
464,Control,67410.18,0,0.0
465,Test,67410.18,0,0.0
466,Control,67410.18,1,10.0
467,Test,67410.18,0,0.0
468,Control,67410.18,0,0.0
469,Control,67410.18,0,0.0
470,Test,67410.18,0,0.0
471,Control,67410.18,0,0.0
472,Test,67410.18,1,7.99
473,Control,67410.18,0,0.0
474,Test,67410.18,0,0.0
475,Control,67410.18,0,0.0
476,Test,67410.18,0,0.0
477,Control,67410.18,0,0.0
478,Test,67410.18,0,0.0
479,Control,67410.18,0,0.0
480,Test,67410.18,0,0.0
481,Test,67410.18,1,7.99
482,Test,67410.18,1,7.99
483,Control,67410.18,0,0.0
484,Test,67410.18,0,0.0
485,Control,67410.18,0,0.0
486,Test,67410.18,0,0.0
487,Control,67410.18,0,0.0
488,Test,67410.18,1,7.99
489,Control,67410.18,0,0.0
490,Control,67410.18,0,0.0
491,Test,67410.18,0,0.0
492,Control,67410.18,0,0.0
493,Control,67410.18,0,0.0
494,Test,67410.18,0,0.0
495,Control,67410.18,0,0.0
496,Control,67410.18,0,0.0
497,Control,67410.18,0,0.0
498,Test,67410.18,0,0.0
499,Control,67410.18,1,10.0
500,Test,67410.18,0,0.0
501,Control,67410.18,0,0.0
502,Control,67410.18,0,0.0
503,Control,67410.18,0,0.0
504,Test,67410.18,0,0.0
505,Control,67410.18,0,0.0
506,Control,67410.18,0,0.0
507,Test,67410.18,0,0.0
508,Control,67410.18,0,0.0
509,Test,67410.18,0,0.0
510,Test,67410.18,0,0.0
511,Control,67410.18,0,0.0
512,Test,67410.18,0,0.0
513,Control,67410.18,0,0.0
514,Test,67410.18,0,0.0
515,Test,67410.18,0,0.0
516,Control,67410.18,0,0.0
517,Test,67410.18,0,0.0
518,Test,67410.18,0,0.0
519,Test,67410.18,0,0.0
520,Test,67410.18,0,0.0
521,Test,67410.18,0,0.0
522,Control,67410.18,0,0.0
523,Test,67410.18,0,0.0
524,Control,67410.18,0,0.0
525,Test,67410.18,0,0.0
526,Control,67410.18,0,0.0
527,Control,67410.18,0,0.0
528,Test,67410.18,0,0.0
529,Test,67410.18,0,0.0
530,Test,67410.18,0,0.0
531,Control,67410.18,0,0.0
532,Test,67410.18,0,0.0
533,Control,67410.18,0,0.0
534,Control,67410.18,0,0.0
535,Control,67410.18,0,0.0
536,Test,67410.18,0,0.0
537,Test,67410.18,0,0.0
538,Control,67410.18,0,0.0
539,Control,67410.18,0,0.0
540,Test,67410.18,0,0.0
541,Control,67410.18,0,0.0
542,Test,67410.18,0,0.0
543,Control,67410.18,0,0.0
544,Test,67410.18,0,0.0
545,Control,67410.18,0,0.0
546,Test,67410.18,0,0.0
547,Control,67410.18,0,0.0
548,Test,67410.18,0,0.0
549,Test,67410.18,0,0.0
550,Control,67410.18,0,0.0
551,Control,67410.18,0,0.0
552,Test,67410.18,0,0.0
553,Control,67410.18,0,0.0
554,Test,67410.18,0,0.0
555,Control,67410.18,0,0.0
556,Test,67410.18,0,0.0
557,Test,67410.18,0,0.0
558,Test,67410.18,1,7.99
559,Test,67410.18,0,0.0
560,Test,67410.18,0,0.0
561,Test,67410.18,0,0.0
562,Control,67410.18,0,0.0
563,Control,67410.18,0,0.0
564,Control,67410.18,0,0.0
565,Test,67410.18,0,0.0
566,Test,67410.18,1,7.99
567,Test,67410.18,1,7.99
568,Test,67410.18,0,0.0
569,Control,67410.18,0,0.0
570,Control,67410.18,0,0.0
571,Test,67410.18,1,7.99
572,Control,67410.18,1,10.0
573,Control,67410.18,0,0.0
574,Test,67410.18,0,0.0
575,Control,67410.18,0,0.0
576,Test,67410.18,1,7.99
577,Control,67410.18,0,0.0
578,Test,67410.18,0,0.0
579,Test,67410.18,0,0.0
580,Test,67410.18,0,0.0
581,Test,67410.18,1,7.99
582,Control,67410.18,0,0.0
583,Test,67410.18,0,0.0
584,Test,67410.18,1,7.99
585,Test,67410.18,0,0.0
586,Control,67410.18,0,0.0
